TYPE,COUNT,CATEGORY
PLANT DEVELOPMENTAL STAGE,222,OTHER
ENZYMATIC REACTION,222,OTHER
THERAPEUTIC APPLICATION,222,OTHER
CYTOKINE MEASUREMENT,222,OTHER
STRUCTURAL PROPERTY,222,OTHER
COMPUTATIONAL ANALYSIS,221,OTHER
SAMPLING METHOD,221,OTHER
CLINICAL TRIAL,221,OTHER
FUNGAL GROUP,220,OTHER
DNA SEQUENCING METHOD,220,OTHER
MICROBIAL SUPPLEMENT,220,OTHER
IMMUNOGLOBULIN,220,OTHER
MICROBIOTA TRANSPLANTATION,220,OTHER
PARASITIC INFECTION CONDITION,220,OTHER
CLINICAL SAMPLE,219,OTHER
BEHAVIORAL TRAIT,219,OTHER
MOLECULAR AMPLIFICATION METHOD,218,OTHER
CONTROL TREATMENT,217,OTHER
HORMONE MEASUREMENT,217,OTHER
CHROMATOGRAPHY COLUMN,217,OTHER
SIGNALING PROCESS,217,OTHER
INCUBATION CONDITION,217,OTHER
PROTEIN EXPRESSION LEVEL,217,OTHER
ENZYME ACTIVITY MEASUREMENT,217,OTHER
TEMPORAL PARAMETER,216,OTHER
MICROBIAL INTERVENTION,216,OTHER
MICROBIAL ECOSYSTEM,216,OTHER
MICROBIAL ABUNDANCE MEASURE,216,OTHER
STEROID HORMONE,216,OTHER
SEQUENCING ARTIFACT,215,OTHER
GENETIC VARIATION,215,OTHER
LIBRARY PREPARATION KIT,214,OTHER
AGRICULTURAL MANAGEMENT PRACTICE,214,OTHER
NETWORK ANALYSIS METHOD,214,OTHER
METABOLIC PROFILE,214,OTHER
INBRED MOUSE STRAIN,214,OTHER
IMMUNOLOGICAL PROCESS,214,OTHER
METABOLIC DYSREGULATION,213,OTHER
HOST IMMUNE PROCESS,213,OTHER
MICROBIOME CHANGE,212,OTHER
PLANT ORGANISM,212,OTHER
DISEASE SUSCEPTIBILITY,212,OTHER
MICROBIOTA TRANSFER PROCEDURE,212,OTHER
SIGNALING EVENT,212,OTHER
FUNGAL STRAIN,212,OTHER
ANALYTICAL TECHNIQUE,211,OTHER
PATHOGENIC INFECTION,211,OTHER
BACTERIUM,211,MICROORGANISM
SHORT-CHAIN FATTY ACIDS,211,OTHER
VIRAL INFECTION CONDITION,211,OTHER
LABORATORY EQUIPMENT,210,OTHER
INFLAMMATORY MEDIATORS,210,OTHER
LIVER ENZYME BIOMARKER,209,OTHER
POLYSACCHARIDE EXTRACT,209,OTHER
ENVIRONMENTAL EXPOSURE CONDITION,209,OTHER
CELLULAR COMPARTMENT,208,OTHER
METABOLIC PRODUCT,208,OTHER
PLANT HORMONE,208,OTHER
PROBIOTIC FORMULATION,207,OTHER
MICROBIAL METABOLIC ACTIVITY,207,OTHER
BACTERIAL FUNCTION,207,OTHER
ANATOMICAL BARRIER,207,OTHER
BIOLOGICAL PATHWAY,206,OTHER
NETWORK METRIC,206,OTHER
CHEMICAL COMPOUNDS,206,OTHER
BIOINFORMATIC TOOL,205,OTHER
DNA LIBRARY,205,OTHER
PHYSICAL ACTIVITY INTERVENTION,205,OTHER
RESEARCH FOCUS,204,OTHER
SERINE/THREONINE KINASE,204,OTHER
MICROBIAL COMPOSITION METRIC,204,OTHER
EXPERIMENTAL DISEASE MODEL,204,OTHER
PLANT GROWTH TRAIT,204,OTHER
EXPERIMENTAL ANIMAL,204,OTHER
PLANT METABOLITE,203,OTHER
BIOCHEMICAL MEASUREMENT,203,OTHER
DYSBIOSIS STATE,203,OTHER
FUNCTIONAL ANNOTATION,202,OTHER
INDOLE METABOLITE,202,OTHER
TISSUE PREPARATION,202,OTHER
ANTIBIOTIC EXPOSURE,202,OTHER
ANIMAL GROUP,202,OTHER
METABOLIC ALTERATION,201,OTHER
FECAL SAMPLE,201,OTHER
EXPERIMENTAL COHORT,201,OTHER
MEASUREMENT PARAMETER,200,OTHER
BEHAVIORAL MEASUREMENT,200,OTHER
MYCOTOXIN,200,OTHER
OPERATIONAL TAXONOMIC UNITS,199,OTHER
MOLECULAR DETECTION METHOD,199,OTHER
PROPERTY,198,OTHER
AGE COHORT,198,OTHER
TREATMENT EFFECT,197,OTHER
FEED EFFICIENCY METRIC,197,OTHER
PROTEIN SET,197,OTHER
MICROBIAL COMMUNITY SUBSET,197,OTHER
POST-TRANSLATIONAL MODIFICATION,196,OTHER
MONOCLONAL ANTIBODY,196,OTHER
MICROBIAL COLONIZATION PROCESS,196,OTHER
CANCER TREATMENT,195,OTHER
ECOLOGICAL ROLE,194,OTHER
ANALYTICAL CHEMISTRY METHOD,194,OTHER
DISEASE MODEL GROUP,194,OTHER
CHEMICAL EXPOSURE CONDITION,194,OTHER
STATISTICAL ASSOCIATION,193,OTHER
FOOD CATEGORY,193,OTHER
GENE EXPRESSION ANALYSIS METHOD,193,OTHER
VOLATILE FATTY ACID,193,OTHER
HERBAL MEDICINE ADMINISTRATION,193,OTHER
MEDICATION EXPOSURE,192,OTHER
BIOLOGICAL RELATIONSHIP,192,OTHER
ARCHAEAL GENUS,192,OTHER
ANIMAL COHORT,192,OTHER
BACTERIAL EXTRACELLULAR VESICLES,192,OTHER
GENOMIC ANALYSIS METHOD,191,OTHER
CYTOCHROME P450 ENZYME,191,OTHER
ANTIBIOTIC RESISTANCE GENES,190,OTHER
CLINICAL APPLICATION,190,OTHER
HISTOLOGICAL STAIN,190,OTHER
EXCLUSION CRITERION,190,OTHER
HEPATIC PATHOLOGY,190,OTHER
TAXONOMIC REFERENCE DATABASE,189,OTHER
SEQUENCE ALIGNMENT TOOL,189,OTHER
ANTIMICROBIAL COMPOUND,189,OTHER
SOLVENT,188,OTHER
DISEASE SEVERITY,188,OTHER
COMPUTATIONAL ANALYSIS METHOD,188,OTHER
EXPERIMENTAL VARIABLE,188,OTHER
MICROBIAL CHARACTERISTIC,188,OTHER
ABIOTIC STRESS CONDITION,188,OTHER
DISEASE SEVERITY CLASSIFICATION,187,OTHER
PATHOGENIC BACTERIA,187,OTHER
STATISTICAL ANALYSIS SOFTWARE,187,OTHER
METAGENOMIC DATASET,186,OTHER
BIOLOGICAL EFFECT,186,OTHER
DIVERSITY METRICS,186,OTHER
FATTY ACID,186,OTHER
EPIGENETIC MODIFICATION,186,OTHER
SOIL TREATMENT,186,OTHER
FUNCTIONAL CATEGORY,185,OTHER
DATA PROCESSING STEP,185,OTHER
ANTIBIOTIC RESISTANCE PHENOTYPE,185,OTHER
PHYSIOLOGICAL DYSFUNCTION,185,OTHER
LIPID PEROXIDATION MARKER,185,OTHER
AMINO ACID DERIVATIVE,185,OTHER
NANOPARTICLE FORMULATION,185,OTHER
ECOLOGICAL RELATIONSHIP,184,OTHER
METABOLITE PROFILING METHOD,184,OTHER
DETECTION REAGENT,184,OTHER
MICROBIAL POPULATION,184,OTHER
PARASITIC PROTOZOAN,184,OTHER
HOST CHARACTERISTIC,184,OTHER
TRYPTOPHAN-DERIVED METABOLITE,184,OTHER
SEASONAL PERIOD,183,OTHER
CELLULAR STRESS CONDITION,183,OTHER
HEALTH STATUS,183,OTHER
HOST DEFENSE MECHANISM,183,OTHER
MOLECULAR BIOLOGY TECHNIQUE,182,OTHER
TRANSCRIPTOMIC PROFILING METHOD,182,OTHER
GENOMIC PROPERTY,182,OTHER
GENETIC FACTOR,182,OTHER
MOLECULAR EXTRACTION METHOD,181,OTHER
QUANTITATIVE PCR METHOD,181,OTHER
MICROBIAL ORGANISMS,180,OTHER
ECOLOGICAL SYSTEM,180,OTHER
BACTERIAL PHYLUM ABUNDANCE,180,OTHER
EXPERIMENTAL ORGANISM,180,OTHER
BACTERIAL ENZYME,179,OTHER
HOST HEALTH STATUS,179,OTHER
MICROBIAL TRANSPLANTATION INTERVENTION,179,OTHER
BENEFICIAL MICROORGANISMS,179,OTHER
BIOINFORMATICS METHOD,179,OTHER
BACTERIAL CELL WALL COMPONENT,179,OTHER
CANCER TYPE,179,OTHER
STATISTICAL CORRECTION METHOD,178,OTHER
SEQUENCING OUTPUT,178,OTHER
METABOLOMIC ANALYSIS METHOD,178,OTHER
PLANT EXTRACT SUPPLEMENT,178,OTHER
METAGENOME-ASSEMBLED GENOME,178,OTHER
SENSORY PROPERTY,178,OTHER
ECOLOGICAL HABITAT,178,OTHER
NETWORK STRUCTURE,178,OTHER
CARBOHYDRATE SUBSTRATE,178,OTHER
BEHAVIORAL EXPOSURE,178,OTHER
ECOLOGICAL FACTOR,177,OTHER
MICROBIAL METABOLIC PATHWAY,177,OTHER
PROTEIN PROPERTY,177,OTHER
CELLULAR FUNCTION,177,OTHER
CHEMICAL ELEMENT,177,OTHER
TISSUE SAMPLES,176,OTHER
VIRAL PATHOGEN,176,OTHER
LIPID,176,OTHER
DRUG CLASS,176,OTHER
HOST IMMUNE RESPONSE,175,OTHER
BIDIRECTIONAL COMMUNICATION SYSTEM,175,OTHER
PATIENT COHORTS,175,OTHER
R PACKAGE,175,OTHER
PROTEIN SAMPLE,175,OTHER
CARDIOVASCULAR MEASUREMENT,175,OTHER
PHYSICOCHEMICAL PROPERTY,174,OTHER
INTESTINAL EPITHELIAL CELL TYPE,174,OTHER
PLANT EXTRACT ADMINISTRATION,174,OTHER
TISSUE TYPE,174,OTHER
CONTROL POPULATION,173,OTHER
DIAGNOSTIC MARKER,173,OTHER
BACTERIAL TRAIT,173,OTHER
BACTERIAL SYMBIONT,173,OTHER
HOST PHENOTYPIC TRAIT,171,OTHER
RESEARCH PROJECT,171,OTHER
STATISTICAL CRITERION,171,OTHER
PHYSICAL PROPERTY,171,OTHER
AMINO ACID RESIDUE,171,OTHER
MOLECULAR PROPERTY,171,OTHER
DIAGNOSTIC ASSAY,171,OTHER
BACTERIAL PREPARATION,170,OTHER
HOUSING CONDITION,170,OTHER
MICROBIAL COMMUNITY DIVERSITY METRIC,170,OTHER
SOIL ENVIRONMENT,170,OTHER
QUALITY METRIC,169,OTHER
NUTRITIONAL EXPOSURE,169,OTHER
CELL LINE,169,OTHER
EXPERIMENTAL COLITIS MODEL,169,OTHER
DIGESTIVE ENZYME,169,OTHER
SOIL PROCESS,169,OTHER
BACTERIAL COMMUNITY COMPOSITION,168,OTHER
PROBIOTIC BACTERIUM STRAIN,168,OTHER
BACTERIAL CONSORTIUM,168,OTHER
DATA VISUALIZATION METHOD,168,OTHER
RESEARCH DESIGN,168,OTHER
COMPUTATIONAL APPROACH,168,OTHER
MICROBIOTA DYSBIOSIS,167,OTHER
MICROBIOME ALTERATION,167,OTHER
DATA COLLECTION,167,OTHER
CARBOHYDRATE POLYMER,167,OTHER
OPERATIONAL TAXONOMIC UNIT,166,OTHER
REFERENCE GENOME,166,OTHER
DIFFERENTIALLY EXPRESSED GENE SET,166,OTHER
STATISTICAL RELATIONSHIP,166,OTHER
BACTERIAL GENE,166,OTHER
DISEASE STAGE,166,OTHER
BIOSYNTHETIC GENE CLUSTER,166,OTHER
AGRONOMIC TRAIT,165,OTHER
MICROBIOTA ALTERATION,165,OTHER
NORMALIZATION METHOD,165,OTHER
METABOLOMIC PROFILING METHOD,165,OTHER
DISEASE ASSOCIATION,165,OTHER
COMBINATION THERAPY,165,OTHER
LACTATION STAGE,165,OTHER
MICROBIOTA COMPOSITION STATE,164,OTHER
STATISTICAL RESULT,164,OTHER
STUDY POPULATION SUBGROUP,164,OTHER
MICROBIAL INOCULATION TREATMENT,164,OTHER
MICROBIAL INOCULUM,164,OTHER
FEED INGREDIENT,164,OTHER
STEROID METABOLITE,164,OTHER
METAGENOME-ASSEMBLED GENOMES,164,OTHER
VISUALIZATION SOFTWARE,163,OTHER
ABUNDANCE METRIC,163,OTHER
MICROBIAL COMPOSITION CHANGE,163,OTHER
IMMUNE CELL FUNCTION,163,OTHER
EXPERIMENTAL OUTCOME,163,OTHER
GENE CLUSTER,163,OTHER
THERAPEUTIC PROPERTY,163,OTHER
HOST-ASSOCIATED MICROBIAL COMMUNITY,163,OTHER
IMMUNE MECHANISM,163,OTHER
EXERCISE INTERVENTION,163,OTHER
ENVIRONMENTAL CHANGE,162,OTHER
CELLULAR DIFFERENTIATION PROCESS,162,OTHER
MINERAL SUPPLEMENT,162,OTHER
MICROBIAL METABOLIC PRODUCTS,161,OTHER
DIFFERENTIAL ABUNDANCE ANALYSIS METHOD,161,OTHER
PHARMACEUTICAL COMPOUND,161,OTHER
PURIFICATION REAGENT,160,OTHER
MICROBIOME DATA,160,OTHER
CHEMICAL COMPOUND CLASS,160,OTHER
PHYSIOLOGICAL OUTCOME,160,OTHER
OCULAR DISEASE,160,OTHER
GENE EXPRESSION STATE,159,OTHER
DIETARY FIBER SUPPLEMENT,159,OTHER
INTESTINAL PATHOLOGY,159,OTHER
GASTROINTESTINAL FUNCTION,159,OTHER
ANTIBIOTIC TREATMENT CONDITION,159,OTHER
PLANT-DERIVED COMPOUND,158,OTHER
RESEARCH FINDING,158,OTHER
ENZYMATIC FUNCTION,158,OTHER
PATIENT GROUPS,158,OTHER
CELL PREPARATION,158,OTHER
AMINO ACID SUPPLEMENT,158,OTHER
TAXONOMIC CLASSIFICATION UNIT,157,OTHER
MASS SPECTROMETRY INSTRUMENT,157,OTHER
METABOLITE COMPOSITION,157,OTHER
GLUCAGON-LIKE PEPTIDE-1 RECEPTOR AGONIST,157,OTHER
TAXONOMIC CLASSIFICATION TOOL,156,OTHER
COMMENSAL BACTERIUM,156,OTHER
BACTERIAL CELLS,156,OTHER
ANTHROPOMETRIC MEASURE,156,OTHER
HOST METABOLIC PROCESS,156,OTHER
BACTERIAL PROTEIN,155,OTHER
FUNCTIONAL ANNOTATION DATABASE,155,OTHER
ANALYTICAL PARAMETER,155,OTHER
GROWTH MEASUREMENT,155,OTHER
VIRAL COMMUNITY,154,OTHER
IMMUNE SIGNALING PATHWAY,154,OTHER
FERMENTED FOOD PRODUCT,154,OTHER
BACTERIAL GENUS GROUP,154,OTHER
PRODUCTION METRIC,154,OTHER
MOLECULAR QUANTIFICATION METHOD,154,OTHER
FERMENTATION PRODUCT,154,OTHER
TREATMENT PARAMETER,153,OTHER
BACTERIAL COLONIZATION,153,OTHER
MICROBIAL COMMUNITIES,153,OTHER
PLANT DEFENSE MECHANISM,153,OTHER
METAGENOMIC SEQUENCING METHOD,153,OTHER
EGG QUALITY TRAIT,153,OTHER
FUNCTIONAL GENE CATEGORY,152,OTHER
PHYSIOLOGICAL CHANGE,152,OTHER
IMMUNE MARKER,152,OTHER
METABOLOMIC FEATURE,152,OTHER
CHEMICAL REAGENT,152,OTHER
PROTECTIVE MECHANISM,152,OTHER
TRANSPORTER PROTEIN,152,OTHER
BACTERIAL FAMILIES,152,OTHER
GASTROINTESTINAL CONDITION,152,OTHER
SHORT-CHAIN FATTY ACID METABOLITE,152,OTHER
DIETARY FORMULATION,152,OTHER
MICROBIAL BIOMARKER,152,OTHER
DEVELOPMENTAL OUTCOME,152,OTHER
TIME DURATION,151,OTHER
MOLECULAR FUNCTION,151,OTHER
IMMUNE CELL DIFFERENTIATION,151,OTHER
DIETARY FIBER,151,OTHER
SOIL AMENDMENT TREATMENT,151,OTHER
HERBAL TREATMENT,151,OTHER
TRADITIONAL CHINESE MEDICINE,151,OTHER
ADAPTOR PROTEIN,151,OTHER
TRANSCRANIAL MAGNETIC STIMULATION PROTOCOL,151,OTHER
METABOLIC PRODUCTS,150,OTHER
STUDY OUTCOME,150,OTHER
CARBOHYDRATE,150,OTHER
RESEARCH QUESTION,150,OTHER
DIETARY SUPPLEMENT TREATMENT,150,OTHER
CHICKEN BREED,150,OTHER
HUMAN MILK OLIGOSACCHARIDE,150,OTHER
YEAST STRAIN,149,OTHER
ECOLOGICAL CONDITION,149,OTHER
SEQUENCE FEATURE,149,OTHER
EXPOSURE CONDITION,149,OTHER
BACTERIAL CULTURE CONDITION,149,OTHER
ANTIBODY REAGENT,149,OTHER
MEASUREMENT INSTRUMENT,148,OTHER
ARCHAEAL PHYLUM,148,OTHER
ORDINATION METHOD,148,OTHER
HOUSEKEEPING GENE,148,OTHER
MOLECULAR MARKER,148,OTHER
LECTIN PROTEIN,148,OTHER
FUNGAL FUNCTIONAL GROUP,148,OTHER
COMMUNITY COMPOSITION,147,OTHER
INTESTINAL BARRIER PROPERTY,147,OTHER
DYSBIOSIS,147,OTHER
FUNGAL SYMBIONT,147,OTHER
STUDY COHORTS,146,OTHER
MICROBIAL COMMUNITY PROCESS,146,OTHER
DIAGNOSTIC APPROACH,146,OTHER
POULTRY BREED,146,OTHER
EXPERIMENTAL SYSTEM,146,OTHER
CLUSTERING ALGORITHM,146,OTHER
BIOINFORMATICS ALGORITHM,146,OTHER
PLANT-DERIVED POLYSACCHARIDE,146,OTHER
MOLECULAR MECHANISM,146,OTHER
PROTEIN GROUP,145,OTHER
CLINICAL BIOMARKER,145,OTHER
SEQUENCING METRIC,145,OTHER
ORGANIC COMPOUND CLASS,145,OTHER
ANALYTICAL MEASUREMENT,145,OTHER
CELLULAR CONDITION,145,OTHER
DIETARY ASSESSMENT METRIC,145,OTHER
TISSUE PROPERTY,145,OTHER
ANTIDIABETIC DRUG,145,OTHER
HOST HEALTH STATE,145,OTHER
REPRODUCTIVE STATE,145,OTHER
NUTRIENT TREATMENT,145,OTHER
DIVERSITY MEASUREMENT,144,OTHER
PREBIOTIC OLIGOSACCHARIDE,144,OTHER
BACTERIAL STRUCTURE,143,OTHER
BIOINFORMATICS PLATFORM,143,OTHER
MICROBIAL THERAPEUTIC,143,OTHER
PLANT PHYSIOLOGICAL STATE,142,OTHER
CYTOKINE PRODUCTION,142,OTHER
GENOMIC DATABASE,142,OTHER
REPRODUCTIVE TRAIT,142,OTHER
MICROBIOTA STATE,142,OTHER
GASTROINTESTINAL COMPARTMENT,142,OTHER
NUTRITIONAL PROPERTY,142,OTHER
EPITHELIAL CELL TYPE,142,OTHER
HERBAL EXTRACT TREATMENT,142,OTHER
ECOLOGICAL MECHANISM,141,OTHER
LIVE MICROORGANISM PREPARATION,141,OTHER
GENE FAMILY,141,OTHER
CELLULAR STRESS,141,OTHER
FUNCTIONAL ANNOTATION METHOD,141,OTHER
QUALITY CONTROL SOFTWARE,141,OTHER
GENE EXPRESSION FEATURE,141,OTHER
BRAIN TUMOR,141,OTHER
METABOLIC CONVERSION,140,OTHER
RESEARCH FINDINGS,140,OTHER
FIXATIVE,140,OTHER
ENVIRONMENTAL CONTEXT,140,OTHER
BACTERIAL METABOLIC PROCESS,140,OTHER
PATHOGENIC MECHANISM,140,OTHER
CELLULAR STATE,140,OTHER
MICROBIAL IMBALANCE STATE,140,OTHER
INTESTINAL MORPHOLOGY METRIC,140,OTHER
ANTIBIOTIC THERAPY,140,OTHER
TEMPORAL PATTERN,139,OTHER
SEQUENCE ALIGNMENT SOFTWARE,139,OTHER
TAXONOMIC GROUP,139,OTHER
SERUM LIPID MEASUREMENT,139,OTHER
PATHWAY ENRICHMENT ANALYSIS METHOD,139,OTHER
METABOLITE POOL,139,OTHER
DIAGNOSTIC PROCEDURE,139,OTHER
ORGAN FUNCTION,139,OTHER
SAMPLE FRACTION,139,OTHER
CLINICAL COMPLICATION,139,OTHER
IMMUNE RESPONSE PROCESS,139,OTHER
METABOLIC LIVER DISEASE,138,OTHER
PLANT CULTIVAR,138,OTHER
ANALYTICAL METHODS,138,OTHER
COMMUNITY COMPOSITION METRIC,138,OTHER
POSTOPERATIVE COMPLICATION,138,OTHER
CHEMICAL INDUCER,138,OTHER
PROBIOTIC MIXTURE,138,OTHER
NETWORK MODEL,137,OTHER
IMAGING METHOD,137,OTHER
MODEL PROPERTY,137,OTHER
TISSUE MICROENVIRONMENT,137,OTHER
BIOINFORMATIC SOFTWARE,137,OTHER
BACTERIAL INFECTION CONDITION,137,OTHER
FOOD SOURCE,137,OTHER
METABOLIC BIOMARKER,137,OTHER
DIFFERENTIALLY EXPRESSED GENES,137,OTHER
METABOLITE MIXTURE,137,OTHER
MICROBIOTA TRANSPLANTATION INTERVENTION,137,OTHER
MOLECULAR IDENTIFICATION METHOD,136,OTHER
DIAGNOSTIC PERFORMANCE METRIC,136,OTHER
CLINICAL ASSESSMENT,136,OTHER
DISEASE CHARACTERISTIC,136,OTHER
PATHOGENIC CLASSIFICATION,136,OTHER
METABOLIC REGULATION,136,OTHER
EXPERIMENTAL CONTROL GROUP,136,OTHER
BACTERIAL ABUNDANCE MEASUREMENT,136,OTHER
NUTRITIONAL COMPONENT,136,OTHER
GENETIC MARKER,136,OTHER
BIOACTIVE COMPOUNDS,136,OTHER
CERVID SPECIES,136,OTHER
RIBOSOMAL RNA GENE,135,OTHER
MALIGNANT DISEASE,135,OTHER
PLANT PHYSIOLOGICAL TRAIT,135,OTHER
SATURATED FATTY ACID,135,OTHER
QUANTITATIVE METRIC,135,OTHER
MODEL PARAMETER,135,OTHER
HERBAL FORMULATION,135,OTHER
CLINICAL PARAMETER,134,OTHER
SERUM METABOLITE,134,OTHER
GENOMIC DATASET,134,OTHER
RECEPTOR SIGNALING,134,OTHER
MACRONUTRIENT,134,OTHER
SOIL TREATMENT CONDITION,134,OTHER
MULTIVARIATE ANALYSIS METHOD,134,OTHER
POLYPHENOL,134,OTHER
PROTEIN FUNCTION,134,OTHER
STUDY POPULATION GROUP,134,OTHER
NUTRITIONAL DEFICIENCY STATE,134,OTHER
DIETARY FACTOR,133,OTHER
MICROBIOME COMPOSITION METRIC,133,OTHER
STEM CELL TYPE,133,OTHER
COMPUTATIONAL ALGORITHM,133,OTHER
GENE KNOCKOUT MUTANT,133,OTHER
BACTERIAL CULTURE FILTRATE,133,OTHER
PATHOGENIC ORGANISM,132,OTHER
DIAGNOSTIC APPLICATION,132,OTHER
PHARMACOKINETIC PROPERTY,132,OTHER
DISEASE SUBTYPE,132,OTHER
HEALTHY CONTROL COHORT,132,OTHER
DEMOGRAPHIC FACTOR,132,OTHER
PROBIOTIC PREPARATION,132,OTHER
MASS SPECTROMETRY DATA,132,OTHER
CEREBROVASCULAR DISEASE,132,OTHER
PLANT-DERIVED COMPOUNDS,132,OTHER
PHENOLIC METABOLITE,132,OTHER
MICROBIOTA MODIFICATION,131,OTHER
MICROBIAL COMMUNITY TRAIT,131,OTHER
RESEARCH RECOMMENDATION,131,OTHER
DIETARY BEHAVIOR,131,OTHER
EXTRACTION SOLVENT,130,OTHER
MICROBIOME COMPOSITION CHANGE,130,OTHER
AQUATIC ENVIRONMENT,130,OTHER
LONG NON-CODING RNA,130,OTHER
CAUSAL RELATIONSHIP,130,OTHER
DIAGNOSTIC INDICATOR,130,OTHER
TISSUE REPAIR PROCESS,130,OTHER
SEQUENCING DATASET,130,OTHER
MICROBIAL COMMUNITY PATTERN,130,OTHER
PLANT FAMILY,130,OTHER
CARDIOVASCULAR PHENOTYPE,130,OTHER
INFECTION TYPE,130,OTHER
FUNCTIONAL GASTROINTESTINAL DISORDER,130,OTHER
GENE GROUP,129,OTHER
REGULATORY PROCESS,129,OTHER
STUDY DESIGN LIMITATION,129,OTHER
MODEL ORGANISM,129,OTHER
CHEMICAL PROCESS,129,OTHER
PROTEIN MEASUREMENT,129,OTHER
TISSUE STRUCTURE,129,OTHER
BACTERIAL PROPERTY,129,OTHER
NANOPARTICLE,129,OTHER
TRYPTOPHAN CATABOLITE,129,OTHER
MICROBIAL COMMUNITY PHENOTYPE,129,OTHER
FUNCTIONAL PREDICTION,128,OTHER
GENE KNOCKOUT,128,OTHER
REGULATORY PROTEIN,128,OTHER
EXTRACELLULAR MATRIX PROTEIN,128,OTHER
CONTROL TREATMENT GROUP,128,OTHER
HISTOLOGICAL FEATURE,128,OTHER
BODY COMPOSITION MEASUREMENT,128,OTHER
PURINE METABOLITE,128,OTHER
SHORT-CHAIN FATTY ACID MEASUREMENT,128,OTHER
ENVIRONMENTAL VARIABLE,128,OTHER
INTESTINAL COMPARTMENT,128,OTHER
CELLULAR RESPONSE,127,OTHER
PROCESSED SEQUENCING DATA,127,OTHER
NUTRITIONAL PARAMETER,127,OTHER
COMMUNITY CHARACTERISTIC,127,OTHER
EPITHELIAL BARRIER FUNCTION,127,OTHER
PREBIOTIC COMPOUND,127,OTHER
MATERIAL PROPERTY,127,OTHER
SEQUENCE DATABASE,126,OTHER
STUDY DESIGN PARAMETER,126,OTHER
HOST-MICROBE INTERACTION,126,OTHER
FERMENTATION PARAMETER,126,OTHER
DIETARY ASSESSMENT METHOD,126,OTHER
PROTEASE ENZYME,126,OTHER
PATHOLOGICAL OUTCOME,126,OTHER
MICROBIAL INOCULANT,126,OTHER
LIPID METABOLISM DISORDER,126,OTHER
SOIL ENZYME ACTIVITY,126,OTHER
FUNCTIONAL PREDICTION TOOL,125,OTHER
POPULATION COHORT,125,OTHER
ANTIOXIDANT MOLECULE,125,OTHER
SMALL MOLECULES,125,OTHER
ORAL MICROBIAL COMMUNITY,125,OTHER
METABOLIC CAPACITY,125,OTHER
BONE DISEASE,125,OTHER
FERMENTED FEED SUPPLEMENT,125,OTHER
ECOLOGICAL CHANGE,124,OTHER
BACTERIAL TOXIN,124,OTHER
VAGINAL INFECTION,124,OTHER
CANCER DEVELOPMENT PROCESS,124,OTHER
BACTERIAL PROCESS,124,OTHER
STATISTICAL VARIABLE,124,OTHER
ANTI-INFLAMMATORY DRUG,124,OTHER
PLANT MORPHOLOGICAL TRAIT,124,OTHER
METABOLITE COLLECTION,124,OTHER
MINERAL NUTRIENT,124,OTHER
TRADITIONAL CHINESE MEDICINE FORMULA,124,OTHER
CANCER PHENOTYPE,123,OTHER
CELLULAR ORGANELLE,123,OTHER
TISSUE SECTION,123,OTHER
DIETARY ASSESSMENT TOOL,123,OTHER
RECEPTOR PROTEIN,123,OTHER
GRAM-POSITIVE BACTERIUM,123,OTHER
PROTEIN MODIFICATION,123,OTHER
STATISTICAL PARAMETER,122,OTHER
DATASET,122,OTHER
PROGRAMMED CELL DEATH,122,OTHER
VEHICLE CONTROL,122,OTHER
AMINO ACID METABOLIC PATHWAY,122,OTHER
HOST IMMUNE FUNCTION,122,OTHER
PCR PRIMER PAIR,122,OTHER
SHORT-CHAIN FATTY ACID TREATMENT,122,OTHER
BACTERIAL INFECTION MODEL,121,OTHER
DETECTION ANTIBODY,121,OTHER
CELL CULTURE,121,OTHER
ENZYME GROUP,121,OTHER
TREATMENT COMPOUND,121,OTHER
YEAST GENUS,121,OTHER
DIETARY TREATMENT CONDITION,121,OTHER
METABOLITE CLASSIFICATION,120,OTHER
SEQUENCING TECHNOLOGY,120,OTHER
PHYLOGENETIC ANALYSIS,120,OTHER
NUCLEIC ACID LIBRARY,120,OTHER
MINERAL ELEMENT,120,OTHER
ECOLOGICAL NETWORK,119,OTHER
ECOLOGICAL CONCEPT,119,OTHER
FUNGAL DISEASE,119,OTHER
ANATOMICAL REGION,119,OTHER
DISEASE PATHOGENESIS,119,OTHER
BACTERIAL GENOME,119,OTHER
DATA CHARACTERISTIC,119,OTHER
PHYSIOLOGICAL AXIS,119,OTHER
MANAGEMENT PRACTICE,119,OTHER
GENETIC MUTATION,119,OTHER
RADIATION EXPOSURE,119,OTHER
ENVIRONMENTAL FACTORS,118,OTHER
SAMPLE COLLECTION METHOD,118,OTHER
GENETIC PROCESS,118,OTHER
KIDNEY DISEASE,118,OTHER
MEMBRANE MATERIAL,118,OTHER
ANTIMICROBIAL THERAPY,118,OTHER
STUDY PARTICIPANTS,118,OTHER
METABOLIC RESPONSE,118,OTHER
TREATMENT APPROACH,118,OTHER
BIOCHEMICAL PARAMETER,118,OTHER
LIPID MARKER,118,OTHER
STUDY SUBJECTS,118,OTHER
GENETIC MODIFICATION,118,OTHER
BACTERIAL AMPLICON SEQUENCE VARIANT,118,OTHER
RICE VARIETY,118,OTHER
SAMPLE CONTAINER,117,OTHER
CHRONIC INFLAMMATORY DISEASE,117,OTHER
COMBINED THERAPEUTIC INTERVENTION,117,OTHER
